tweet
@GloriaSteinem supporting @HillaryClinton turned me off just as much as @SarahPalinUSA supporting @realDonaldTrump #Undecided #Election2016
@GOP Presidential Candidate @realDonaldTrump asks for recusal from Hispanic judge https://t.co/NixA5NlK7v via bi_politics #Election2016
@GovernorPataki​ is challenging @realDonaldTrump​ to debate immigration. http://t.co/EzEBpsTDxr #Election2016 http://t.co/PKz8AnjNus
"@HillaryClinton goes after @realdonaldtrump: """"When he embraces torture, that doesn't make him strong. It makes him wrong."""" #Election2016"""
"@HillaryClinton, @realDonaldTrump und Co: Wie die Kandidaten im US-Wahlkampf ihre Kampagnen anlegen https://t.co/sreEAADaSs #Election2016"""
"@JamesEFinch @realDonaldTrump Just watched his interview on @CNN - he's still cray, but I think this statement is accurate. #Election2016"""
@JebBush handled @realDonaldTrump / @Pontifex question really well. #Election2016 #GOPprimary
@JerryBrownGov on @realDonaldTrump - 'I think he needs to dial it back' #Trump #Election2016 http://t.co/kmSthvB941
@jimmykimmel Presents a Donald Trump Children's Book https://t.co/CMi1dRcPQF #tcot #Trump2016 @realDonaldTrump #JimmyKimmel #Election2016
@JoannaWeiss: TV should pull the plug on @realDonaldTrump https://t.co/oT1HqWUnYU #uspoli #election2016 https://t.co/ip3E486Tf9
@JohnKasich clashes with @realDonaldTrump in #GOPDebate https://t.co/TuzBELRf3Z via @CThompsonENQ #Election2016
@marcorubio @JebBush @RealBenCarson @realDonaldTrump @tedcruz @ChrisChristie all lead @HillaryClinton #Election2016 https://t.co/q25UxjzsRs
@marcorubio at UCA calls @realDonaldTrump a fraud https://t.co/qC2xA70oFO #ARNews #arpx #Election2016 https://t.co/t0hH6HiCje
@marcorubio can beat @realDonaldTrump this year...but he'll have to become a Democrat first #Election2016
@marcorubio doing great on @megynkelly again laying out clear policies contrasting with @realDonaldTrump @HillaryClinton #Election2016 #
"@marcorubio's campaign website directs to """"stop"""" @realDonaldTrump page:"
"@MittRomney says @realDonaldTrump is """"very, very not smart."""" Sorry Mitt, but that comment is """"very, very not smart."""" #gop #Election2016"""
"@RealBenCarson expected to endorse @realDonaldTrump tomorrow, @AP reports. #Election2016 #GOPDebate https://t.co/xpAI4NOtRM"""
@RealBenCarson's Facebook page had the lead over @realDonaldTrump last month: http://t.co/w1eMDEUDR0 #Election2016 http://t.co/xVbeeAOTG1
@realDonaldTrump politicians only have themselves to blame for the rise of #DonaldTrump.
"@realDonaldTrump : @ESPN, @NASCAR bailed because they want to be PC @greta #GOP #Election2016 | http://t.co/40NMzNXGfW"""
"@realDonaldTrump : Birther, sexist, racist bigot, and proud graduate and product of @Wharton #election2016"""
@realDonaldTrump 'Weird Dude' @GlennBeck 'Always Crying' @BreitbartNews #DonaldTrump #politics #gop #Election2016  https://t.co/b41bmzQDCQ
@realDonaldTrump @BernieSanders Why #freetrade needs to work for everyone https://t.co/IMGdcjpL0E #Election2016 https://t.co/MIb5m5G18s
@realDonaldTrump @RandPaul @RealBenCarson 
"@realDonaldTrump #Election2016 - #Trump is not the real problem, his sick racist &amp; bigos followers are the problem! https://t.co/n4WYh0shyq"""
@realDonaldTrump #election2016 #hannity  #TrumpRallyAL  #trump2016 #gop #PutinHatesTrump #MakeAmericaGreatAgain #cnn http://t.co/ff7v44jDyY
@realDonaldTrump #Election2016 you built a huge fire.Now I hope all candidates get busy. I know the Clintons r ur friends but it's time
"@realDonaldTrump #GOP isn't sending us its """"best and brightest"""" either. What a motley crew! #election2016"""
@realDonaldTrump #Iowa #Election2016  https://t.co/cCrlS6tEew
@realDonaldTrump #MakingAmericaGreatAgain Is 'More Important to Me Than My Company'  http://t.co/OtnLFvVsw6 #Election2016 #RedNationRising
@realDonaldTrump #republicandebate #Election2016 - #Trump  will not only destroy the #GOP but also the country. https://t.co/o41x7JHWU4
@realDonaldtrump #Shame #election2016 #trump https://t.co/UjVhnjNGSh
@realDonaldtrump #Shame #election2016 #WH https://t.co/n0DYsmeZHe
@realDonaldTrump #Trump2016 #cruz #iowa #cheaTED #election2016 trump cruz cheated https://t.co/mP9mFHdjSu
@realDonaldTrump accepts the mantle of anger at #GOPDebate #quotes #GOP #tcot #Election2016 https://t.co/QZp2SJJD15 https://t.co/aYFuTxqgkD
@realDonaldTrump and @GovernorPerry get vicious in latest bickering http://t.co/WUgh8vYNX4 #election2016 #tcot
@realDonaldTrump and @marcorubio are like middle schoolers cracking jokes on each other. #Election2016 #SuperTuesday
@realDonaldTrump and @RealBenCarson have both been accused of encouraging anti-Muslim sentiments #Election2016
@realDonaldTrump arriving at #VVS15 #election2016 #tcot #GOP http://t.co/ZhieB7R4Ou
"@realDonaldTrump attacks @tedcruz wife, """"Donald, you're a sniveling coward """" #Election2016 #election #GOP https://t.co/ZOz3e6tENf"""
"@realDonaldTrump beer game, 1-on-1. Pick """"incredible"""" vs """"people"""", plus """"borders"""" vs """"polls."""" And call 911. #microvocabulary #Election2016"""
@realDonaldTrump Big Lie about the global economy https://t.co/RBwRYGXCQp #Election2016
@realDonaldTrump campaign poster in #Jacksonville defaced with Hitler and Nazi graffiti #Election2016 https://t.co/a4xCvXorgK
"@realDonaldTrump can put up a fancy building, but he's clueless on trade policy. http://t.co/UjySAyZ3w4 #Election2016 #donaldtrump"""
@realDonaldTrump comes out with extraordinary 7-point healthcare reform plan https://t.co/v3u9qhdMI3 #Election2016 #AlwaysTrump #GOP
@realDonaldTrump comes under fire at debate in Florida for saying Muslims hate the US #election2016 #GOPdebate https://t.co/p3FXnFZ8Tr
@realDonaldTrump could be pulling the greatest #punkd episode in history. #Election2016
@realDonaldTrump Defends Putin's Killing of Journalists https://t.co/Sq76jTOzka #tcot #tlot #Putin #Election2016 #DonaldTrump #FeelTheBern
@realDonaldTrump Donald Trump Expected to Join 2016 Race • #Republicans #GOP #Election2016 • http://t.co/yehTbVH2WW ►
@realDonaldTrump enjoys 20-point lead in #Republican presidential race
@RealDonaldTrump Faces Crunch Time Attack Ads https://t.co/QWa2OLtMCF @BreitbartNews #DonaldTrump #Election2016
"@realDonaldTrump Fuck me, daddy. #politics #election2016 #campaign2016"""
@realDonaldTrump GREat #News!Keep foot on pedal we're going to #MakeAmericaGREatAgain! #Trump2016 #DC #election2016 https://t.co/VGnlQGMJYk
@realDonaldTrump has been a named party in more than 160 federal lawsuits. Read more here: https://t.co/1NrLWInCHp #Election2016
@realDonaldTrump has extended his lead among #Republicans registered voters nationwide to 40% https://t.co/vsRv1gEAde #Election2016
@realDonaldTrump has literally NO IDEA what @SarahPalinUSA is squawking about. He's so confused. #TrumpRally #DumpTrump #Election2016
"@realDonaldTrump if you had one of these, it'd be game over.  #MakeAmericaGreatAgain #Election2016 #TheTriggering https://t.co/GYDysXA2nc"""
"@realDonaldTrump if you had one of these, it'd be game over.  #MakeAmericaGreatAgain #Election2016 #TheTriggering https://t.co/GYDysXA2nc"""
"@realDonaldTrump impressions aren’t funny anymore. “Deep into that #darkness peering, long I stood there wondering, fearing“ #Election2016"""
@realDonaldTrump insists on @Morning_Joe that he will submit his financial information either today or tomorrow #Election2016 #Decision2016
@realDonaldTrump is an truly an idiot. I'm ashamed that I even considered voting for him. #Election2016
@realdonaldtrump is giving @tedcruz headaches in #Texas http://t.co/ljenXfmDvZ #election2016 #tcot http://t.co/hFGMMMBonH
@realDonaldTrump is going to be pissed if that knife is @OJSimpson #OJSimpson #Election2016
"@realDonaldTrump is guilty of having the ‘wrong’ attitudes, writes Tim Black. http://t.co/2oakWGPtNz #Election2016 http://t.co/odzYOr7Ijt"""
@realDonaldTrump is kickass-clever but would he use such ideas for #USA's good? #Election2016
@realDonaldTrump is not a joke. He is very dangerous! #Election2016
@realDonaldTrump is quite thankful on his Facebook posts #election2016 https://t.co/KLd8hUhleq https://t.co/7o0WRty8xt
@realDonaldTrump is right again. #tcot #p2 #election2016  https://t.co/ejZEejvK3p
@realDonaldTrump is running for President. @ChasingTheNews #NYC #Election2016 http://t.co/ixGaVKPDjx
@realDonaldTrump is the Great White Hype https://t.co/Lruhwk5Wym #tcot #tlot #DonaldTrump #DonaldTrumpDoesNotSpeakForMe @realDonaldTrump or @BernieSanders. #democrat #gop 
@realDonaldTrump just made this @CNN @CNNPolitics reporter famous tonight @JDiamond1 - #WhoisJeremy #Election2016
@realDonaldTrump knows he can't win in a general election. This is a game for him on a big stage. It only helps his 
@realDonaldTrump leading both Cruz &amp; Kasich in CA &amp; PA polls https://t.co/odqFmlICkX #TrumpTrain #Trump2016 #Election2016
@realDonaldTrump Leads GOP Field in Bloomberg Politics Poll (video) https://t.co/r5UWUtHz5h #TrumpTrain #Trump2016 #Election2016
"@realDonaldTrump listen Sourpuss, it's @TedCruztardos world, you're just renting space --#Cruztardos 4 Life! #IowaCaucus #Election2016"""
@realDonaldTrump makes a #socialmedia-tactic start to his #Election2016 campaign with a plea to #MakeAmericaGreatAgain via @periscopeco
"@realDonaldTrump may have been able to hijack my party, but he will NEVER be able to hijack my mind #Election2016 #TeamRubio"""
@realDonaldTrump may or may not be running for #President of the #UnitedStates #Election2016 http://t.co/faOSRPmkD6
"@realdonaldtrump on @LindseyGrahamSC: """"His primary mode of getting elected is to attack #Trump."""" #Election2016"""
"@realdonaldtrump on @tedcruz: """"I'm more moral than he is, in my opinion."""" #SCPrimary #Election2016"""
"@realDonaldTrump On #Democrat Debate: I'm Saying to Myself, Ka-ching, Ka-ching, Ka-ching... • #Election2016 • http://t.co/Y3fSDZFvbO ►"""
"@realDonaldTrump on #GOPDebate: """"They are going after me. Whatever."""" http://t.co/GpRjbYcUM7 #CNNDebate #Election2016 http://t.co/0b6x191Z3U"""
@RealDonaldTrump on Defining the @GOP - ‘What Difference Does It Make’ - @BreitbartNews https://t.co/teSE7HAzMJ #GOP #Election2016
@realDonaldTrump on the silent majority #immigration #quotes #gop #tcot #POTUS #election2016 http://t.co/TzJtB0cWSr http://t.co/3Uxxk74CvS
@realDonaldTrump once wrote @HillaryClinton would be 'great president.' @billclinton @LA_Hagen #election2016 #POTUS https://t.co/D3al8gODkg
@realDonaldTrump Opens Up Double-Digit Lead • #Election2016 #GOP #Poll #Politics • http://t.co/yehTbVH2WW ► http://t.co/bePjnMDh5G
@realDonaldTrump Releases #YUGE Tax Plan http://t.co/3m5zREe6KE #election2016
@realDonaldTrump responds to @JebBush https://t.co/PaWGrahby4 http://t.co/YjhZFPbMgD #politics2015 #Election2016
@RealDonaldTrump returns praise of .@RealBenCarson @Election2016 https://t.co/1Mswy6h4N3
"@realDonaldTrump rips #TIME for not picking #AngelaMerkel, not him, as #PersonOfTheYear. #sourgrapes #Trump2016 #Election2016"""
@realDonaldTrump running and winning the Presidential #Election2016. https://t.co/8T5cLmP8IB
@realDonaldTrump says he hopes he hasn't encouraged violence at his rallies https://t.co/b1xzNZTnJx #Election2016
@realDonaldTrump says he will probably do his own event &amp; donate money to veterans he says.
@realDonaldTrump says the @washingtonpost is a losing paper that @JeffBezos uses as a tax scam
@realDonaldTrump seriously considering White House run? #Election2016 @foxandfriends | http://t.co/bgHBFWOn8r
"@realDonaldTrump speaking on foreign relations: """"We use political hacks to negotiate with China."""" #GOPTownHall #Election2016 #SCPrimary2016"""
@realDonaldTrump speaks in hyperbole. Smh. Chill bro. #Election2016  https://t.co/aMqMnsNrCt
@realDonaldTrump spent $4M in New Hampshire @JebBush spent $44M. Bush came 4th. Trump better money manager. #GOPDebate #Election2016
@realDonaldTrump Supporters Disappointed He Only Wants To Ban One Religion https://t.co/lMXPckI1ep  #election2016 https://t.co/FSrXsX1zS0
@realDonaldTrump supporters never cease to amaze | #election2016 @HillaryClinton  https://t.co/G9CIbegCD0
"@realDonaldTrump supporters, anti-Trump demonstrators arrive early, have verbal confrontation #election2016 https://t.co/RHVyaGeADt"""
@realDonaldTrump takes stage in South Florida. WATCH LIVE: https://t.co/10ka1dQsi9 #Election2016 https://t.co/L9N0dn54Of
@realDonaldTrump takes three in an row with #Nevada victory ... https://t.co/k9uxPr1JXz #Election2016 https://t.co/yE0fa4Kq7T
@realDonaldTrump They are trying to make you sick.
@realDonaldTrump Those who malign CHARITY have not charity or honour.
"@realDonaldTrump to @marcorubio: """"this little guy..."""" #GOPDebate #election2016"""
"@realDonaldTrump to protesters: """"Throw them out into the cold! Don't give them their coats."""" Haha. #election2016 https://t.co/3G49ZvBjaS"""
@realDonaldTrump turns down chance to appear with S.C. @SenatorTimScott. http://t.co/nwqHg2nc3s #Election2016 http://t.co/INcxO0yM70
"@realDonaldTrump uses Loyal as code for Stupid when referring to supporters. Unsurprisingly, they don't make the connection. #Election2016"""
@realDonaldTrump vs The Mainstream Media - Will the establishment topple Trump? https://t.co/RpFEfuwYtN #ELECTION2016
@realDonaldTrump vs. @BernieSanders #Election2016 #BirdieSanders #trumpvine https://t.co/bTeu4XiTMX
@realDonaldTrump will be #lastmanstanding The ERA of Big Politics is so over. #GOPDebate #foxdebate #Election2016 #RepublicanDebate
@realDonaldTrump will unveil his tax plan in 2 weeks. But we're pretty sure what it will look like. http://t.co/UqYw9KHggM #election2016
@realDonaldTrump Wins #Illinois Primary • #Election2016 • https://t.co/iV05fJhhKa ►
@realDonaldTrump wins #Virginia primary leaving #Rubio as a close second #politics #election2016 #campaign2016 #gop #supertuesday
@realDonaldTrump wins big in #SouthCarolinaPrimary https://t.co/aLunIxZhQi #Election2016 https://t.co/lyNkRbb2X2
@realDonaldTrump wins big in NH - across all demographic lines https://t.co/RCKVqIUKJG #NHPrimary #election2016 https://t.co/JI6yfLyEjL
"@realDonaldTrump would be much more electable as a #cockney - Donald, RT if you agree! #Election2016 #uspoli https://t.co/vKJNeFP4by"""
"@RealDonaldTrump, @HillaryClinton claim big Super Tuesday victories https://t.co/IdLyDTixbR #Election2016"""
"@realDonaldTrump, @TedCruz to rally at the Capitol to protest the Iran deal http://t.co/c4YpxtptFQ #election2016 http://t.co/bjsykjbmNp"""
"@realDonaldTrump: """"a toxic mix of demagoguery and nonsense"""" #tcot #p2 #Election2016 http://t.co/ZRwQCjV4Mi"""
"@realDonaldTrump: """"I have thousands and thousands of Hispanics."""" Locked up somewhere? #Election2016"""
"@realDonaldTrump: """"I try to pay as little #tax as possible"""" https://t.co/Cc8XJEm9h1 #election2016 #paywhatyouowe #taxfairness #GOPdebate"""
"@realDonaldTrump: """"I try to pay as little #tax as possible"""" https://t.co/Cc8XJEm9h1 #election2016 #paywhatyouowe #taxfairness #GOPdebate"""
"@realDonaldTrump: """"Tax Reform for Security and Prosperity"""" http://t.co/fNCYQHITi7 via @WSJ #Election2016"""
"@realDonaldTrump: """"We have a lot of great people that want to get back into Trump University. It's going to do very well."""" #Election2016"""
"@realdonaldtrump: """"You'll be impressed with the endorsement we get later on."""" Won't say who it is. Talks #SC, #NH polls #FITN #Election2016"""
"@realdonaldtrump: It """"wasn't appropriate"""" to talk about #TedCruz at @libertyu event. """"When the time comes"""" he will. #Election2016"""
"@realDonaldTrump: O’Malley apologized “like a disgusting, little, weak, pathetic baby” #Election2016 #JudgeJeanine"""
@realDonaldTrump you've got this #election2016  in the bag as long as the Rothchilds and crew allow it!?!
"@realDonaldTrump? This is kettle. Why don't you go outside &amp; play """"Hide and Go Fuck Yourself"""" #IllegalImmigration @epn #Election2016 🇲🇽"""
@RonPaul is right as usual: @realDonaldTrump and @BernieSanders are just #fear mongerers #Election2016 https://t.co/2gQXqM7Sfu
@seanhannity Nice cheerleading job for @realDonaldTrump.  All you were missing were pompoms and a short skirt. #Foxnews #tcot #Election2016
@smerconish on @CNN mentions @realDonaldTrump and the @charliesheen factor of #winning the #Nevadacaucus. Unusual commentary #Election2016
@SpeakerRyan to House GOP: @RealDonaldTrump comments 'not who we are' https://t.co/QVWYr3fbS9 #Election2016 #elections
@tedcruz - 'I salute @realDonaldTrump ' @meetthepress #Election2016 http://t.co/FdRs2Fpd55
"@tedcruz """"@realDonaldTrump went on TV and attacked me""""  #Election2016 #TedCruz #HeraldRadio"""
@tedcruz @realDonaldTrump @marcorubio @foxnewspolitics @1100knzzGJ @cocommenter  @cologop #Election2016 #WakeUp https://t.co/8Jo5PyWpq8
@tedcruz and @marcorubio's attacks have not worked - it is too late to stop @realDonaldTrump #Election2016 #Michigan
"@tedcruz is sad that @realDonaldTrump refused his invitation to the #teaparty. @TPPatriots, let's #MakeAmericaGreatAgain #Election2016"""
@tedcruz just challenged @realDonaldTrump to a 1 on 1 debate before Iowa caucus #Election2016
@TedCruz On #DemDebate - Which Team Would @RealDonaldTrump Play For? https://t.co/aTCImMXWIH @BreitbartNews #GOP #Election2016 #DonaldTrump
@tedcruz rallied in Rothschild today. Now @realDonaldTrump will be in Wausau on 4/2. Who else will travel to Central #WI? #election2016
@WIBXnews  @realDonaldTrump @HillaryClinton take Florida #Elections #Election2016 https://t.co/TJpHMxef7X
@WriterJen fills u in on latest standings in Presidential Poker Open @BernieSanders @realDonaldTrump #election2016 http://t.co/RasSFyLed7
